review,sentiment,
Very chilled and laid back beach. Not many waves though. Great for a good long walk and a refreshing swim in shallow water.,neutral,
"This is a beautiful beach, but for $30 to park I would expect better facilities! There was trash floating in the water. The bathrooms were so dirty, some of the toilets were plugged. Toilet paper all over the floor. Only two outdoor showers with cold water, those were also dirty. I usually come here a couple times a year but I don�t think I�ll be back!",negative,
"Parking lot was full when my family arrived around 2pm on July the 3rd. I asked if I could drop off my family at the entrance before I could turn around to find a place to park outside the beach area, the guard said no without giving any explanation. Throughout my conversation with the guard at the entrance, he was agitated and rude to us. What is the point of not letting people walk in when the parking lot is full? Even if you have to turn people back, can't you at least find some decent people to do the job? My family have been going to Wingaersheek beach 3~4 times a year for the past 10 years as the kids love the place, but we have never seen anything like this before.",negative,
"We weren't planning to spend the day and just wanted to walk the beach and take pics, but for $25 we nixed the plan and went to Jones River Salt Marshes Beach instead. If you coming in from Atlantic St. Jones Marsh is 0.2 miles before Wingaersheek Beach and there is no cost to park there. There is a big sign and you would take a right onto a dirt road about 0.1 to the parking area. This is a good alternative for those who don't want to spend $25 for parking.",negative,
"wingarsheek had the nastiest, rudest, parking attendants and i decided i would not pay $20 to be insulted. it is a beautiful beach (i have been there many times off season and tried to vist during july and was turned completely off by the parking lot attendants. i ended up at good harbor beach where the attendants were clean, respectful and friendly.",negative,
Don�t go to this beach..it�s For Residents only! We drove 45 minutes to this beach to be then turned away!,negative,
"Very disappointed as when I arrived after driving for a while on the narrow winding road leading to the beach found out there was a $25 charge for parking, This was the beginning of June and there were hardly any cars there, I explained I would only be there for about an hour but rules are rules""""",negative,
This is a nice park. The beach area is limited because the dunes make cliffs which limit the beach area. The sunsets are pretty. It is free to enter if you walk or bicycle in which is nice.,positive,
"Such a great beach. Clean and uncrowded. I love that the restrooms are centrally located and easily accessible. One of the great benefits to this beach is that there are a few trees along the edge of the parking lot, giving lovely shade to the hot sand. A resource officer made the rounds regularly and kept things under control. All in all, a great experience.",positive,
"Went with the girls for the last day of summer break. Remembered driving up here with my wife when we were students at Notre Dame many years ago. It was just as I remembered and we created new fond memories with our three little girls. Easy parking, great sand, very clean, nice facilities. Also, there was a shaved ice truck, which was a special bonus.",positive,
"Any day at the lake is a great day, but Weko Beach brings something to the table that others don�t. There is a certain atmosphere , a certain festive vibe, a certain unassuming local charm that you don�t find elsewhere. Shallow water and sand bars are great for children. As a kid, I remember thinking how cool it was when I could be so far out and still not be over my head. Grills allowed on the upper portion of the beach with places to dump the coals. Nice steep dunes are fun if want to play king of the mountain. Elevated boardwalks provide an outstanding view of Lake Michigan sunsets.",positive,
Just made a quick stop to enjoy the beautiful view of Lake Michigan. It's worth a stop and it was pretty quiet.,positive,
"You can camp at this beach which is a rarity for city beaches. It's just outside of town and you'll pay to enter the beach during peak season anyway, so why not just stay and camp? The beach pavilion is not always open, which is somewhat of a bummer though.",positive,
"Nice beach along the Lake Michigan shore line. A small campground near by, and a large pavilion at the beach. Easy access about a mile off Red Arrow Highway. Nice sand, less crowds than nearby Warren Dunes. (but less dunes, too)",neutral,
"This is a smaller beach, but free. The shoreline is still great, it is a Great Lake"" so you can't see the other side.(just like an ocean) Very friendly vibe and great for families.""",neutral,
"It is the right mix between nature and civilization, a nice place where I have peace, space, lake Michigan, and a cup of coffee after having my lunch",neutral,
Town Beach open to the public for modest admission. Nice location on Lake Michigan; includes sit-down eatery. Good beach destination from Chicago,neutral,
I grew up coming to Weko Beach in the summer. I've generally found it to be far less crowded than Indiana Dunes State Park and because of that it's usually cleaner too. The facilities are pretty decent�restrooms and snack bar. There's a little stream a short way down the beach we used to like to play in when we were kids.,neutral,
Used to be the most amazing beach but Illinois and Indiana people have overrun and ruined it. Litter everywhere. People have room but decide to sit right next to you up your ___. People let their dogs run free and one went right up to the water where I was swimming and pissed into the water. Campsite prices have doubled and it's near impossible to even find an opening anymore. Can't even rent any of the huts. They get fully booked up a year in advance. Very sad. I miss you old Weko!,negative,
"Bathrooms/showers are never cleaned, the floors were gross, bugs and cobwebs everywhere. Power went out to entire campground for around 4 hours on Mond, bathrooms pitch black - came back on and around 8 or 9 pm, power went out for a row of developed sites (which is what we paid for) and all the workers left for the night, no one was around to reset the circuit (electric company came out and could not help us). Very hot and humid that night. Since that was our last night (out of 5 nights), it made the lasting impression I have now.",negative,
Used to be the most amazing beach but Illinois and Indiana people have overrun and ruined it. Litter everywhere. People have room but decide to sit right next to you up your ___. People let their dogs run free and one went right up to the water where I was swimming and pissed into the water. Campsite prices have doubled and it's near impossible to even find an opening anymore. Can't even rent any of the huts. They get fully booked up a year in advance. Very sad. I miss you old Weko!,negative,
"This park is community run and the community appreciates privacy. While all are welcome (according to custom), it is nice for locals to have a place of their own. Try Kaupo, Waimanalo Beach Park, Waimanalo Bay Beach Park, or Bellows Beach Park.",negative,
Beautiful stretch of beach but don't go there on the weekends. It's crazy crowded & parking is nearly impossible.,negative,
"Love this shore town, been going here since I was a little girl. Always feel like I'm returning home. This town has a nice, well maintained beach, the best life guards and plenty of places to eat. It offers something for every age group.",positive,
"Beautiful soft-sand beach without the major crowds of Asbury or Belmar. More family oriented vibe vs. those others. Bring your chairs, coolers, and sunscreen. Day pases are $9 or do a seaon pass for like $75. There are bathrooms and food options a short walk back up to Ocean Ave.",positive,
"Belmar is a beautiful Beach and everyone knows about it. Therefore, many, many people flock there. It gets insanely crowded in the summer which makes it unpleasant for me.",positive,
Visiting this beach in New Jersey was a wonderful experience. Pristine clean beaches and calm seas. We really enjoyed a day in the sun with the family and grand children.,positive,
Very clean beach and numerous restaurant and bars to cross the street when a cloud comes by. Great surfing area as well,positive,
"We rented a house in Old Florida Village. Great house, 4 bedrooms, across the street from the gulf, but still close, 10 min walk, for access to the beach. Restaurants close. There are great bike trail that goes all along 30A . Golf cart rentals and cruiser bike rentals close too. Nice little health food store near Blue Mountain Bakery, 1/2 mile away, which has great cinnamon rolls but sell out by 9am! Excellent ice cream, shakes and snow cones by Blue Mountain Creamery 1.5 miles down the road, easy biking on the trail. 30A does get busy, and there is no bike rail that gets you all the way to Publix. We didn�t have the best weather the week we went but did get in some beach time and the beach is awesome!",positive,
"Here is a PSA about culture on the beach in general and Santa Rosa Beach in particular (the beach itself is absolutely perfect, btw!) What makes any beach less enjoyable is some people who think that everyone around them enjoys the same type of music as they do or want to listen to ANY music at the beach at all. Some of the lowest of the low in a cultural pyramid are those who bring their portable speakers to a crowded beach. Sadly, you will most likely be around such people at Santa Rosa Beach. They really dampen the experience for the rest of us who want to enjoy the sounds of the ocean and kids playing - not some country-whining and/or base-laden nonsense. Sadly, I realize that this review will not make a difference except letting me vent a bit. But just on an off chance that you are on",positive,
Love the beaches on 30A. Parking is an issue if you are using public access. This requires some advance planning for sure.,positive,
"We took the stairs down at the San Juan entrance as it had parking for our golf cart. We were able to carry our two chairs, umbrella and cooler in one trip. The steps while steep were east to maneuver. The beach was perfect and the waves were beautiful. This end of the beach was not as crowded.",positive,
"So I consider myself to be a queso expert and this place hits it out of the park! We ordered the spicy which was just the perfect amount of heat and flavor. The salsa and chips are the best I�ve ever eaten in this area as well and I�ve been here for 30 years. Avocado Tostada was DELICIOUS. Loaded with fresh avocado! Staff awesome! Very chill and casual atmosphere. Put this place on your list folks! Welcome to Santa Rosa Beach, Macho Taco!",positive,
Sandy white beaches!!! Clean and free of trash these beaches are always an amazing experience. The water is gorgeous and often times you have nice sand bars that allow you to go out further. This time around we had many manta rays swimming around which adds to the beauty. A must see!,positive,
"We visited the Seagrove area beaches. The beaches are beautiful and feel tropical, too bad they are so loud and crowded with limited access even if you are staying right by the beach. If you are visiting the area or renting for a week, double check your rental agreements of which beaches you have access to and the walking/biking distance to those beaches. Very few have parking access and the state park beaches that do have parking are often filled very early in the morning. Lots of chair/umbrella companies set up along the beach and take up prime spots, making it difficult to sit right in front of the water. Recommendation to go to the beach early to get a decent spot.",neutral,
"The beach is gorgeous: incredible white powdery sand, nice landscaping with low buildings and miles and miles of beaches to enjoy (when that's possible). We visited this beach from October 6th to October 8th (when we had to leave due to Hurricane Michael) and red tide was horrible. You could only stay at the beach (or near it) very early in the morning to avoid coughing; then, when the wind direction changed, it all started again: cough, runny nose, scratchy throats and hundreds of dead fish on the sand: what a terrible pity!!! A pity, yes, for visitors, for the fauna, for locals!!!! I know red tide is supposed to be a natural phenomenon, but is it really so??? Can't there be some other human-made factor boosting it??? I talked to a man who owns a house on the beach, and he said he had nev",neutral,
"We have been coughing all week from Red Tide. It became official about 6:00 pm today, the purple flag just went up.",neutral,
"Your favorite beach may not be available to you anymore. Customary access to the beaches was overridden by Florida HB631 that took affect 7/1. Basically, private property beaches can now enforce no trespassing. The signs are everywhere. You can still use wet sand but nothing else if it�s marked private. Our space on the beach this year was reduced by 75%. We will go someplace else until FL fixes this. 12th year coming, such a shame.",neutral,
"This place was close to where we were staying, but I've been to nicer places. The beach could use some places to get food and drinks. Not a great place for walks, as there is a bit of a drop off from the sand to the water. Convenient for where we were.",neutral,
Another beautiful place to see in Kaua'i. The sheer magnificent contours of the land are just amazing. The waterfalls are an added feature to an already wonderful scenery.,positive,
"The safest access and best way to explore the Napali Coast is by sea or by air. During summer months, guided kayaking trips bring you up close to soaring cathedral cliff. When conditions are right, raft tours are available to guide you to hidden sea caves and remote beaches.",positive,
"We started the hike at Ke'e beach and went 2 miles stopping at the river and returning. There are many, many slippery spots and I would not recommend doing this hike if it has rained recently. There are so many wonderful views. We got there shortly after 8am and the closest parking lot was already full. By the time we returned to our car the second was full and there were cars parked along the road as we left for quite a long way.",positive,
The views are amazing. The tallest seaside cliffs in the world. A refreshing change from the more arid south and west shores.,positive,
Had an absolute blast on this tour. We saw spinner and bottle nosed dolphins within 20 mins of taking off. Later in the trip we saw multiple whale breeches. The views were breath taking and Drew was an incredible guide! So happy to have shared his company while exploring the na pali coast. 10/10!,positive,
Yes it�s beautiful but also some things you need to know. The road down is one lane and tough to drive at times. The biggest thing is the road can be impassable after rain. We drove all the way down and then had to back up a one lane to turn around because the road was flooded. It was terrible as it�s impossible to turn around because the road is so narrow.,neutral,
"The beach is actually quite small. And I didn�t find it really purple. The view is good indeed, but I don�t really think it�s a must go spot",neutral,
We ended up visiting this place when the weather was bad. We did not get to enjoy the place with intermittent rain and cold winds...it its a small beach but couple of rocks make it scenic...it is a narrow road from the highway and one needs to drive carefully...,neutral,
"We visited this beach while traveling through Big Sur three years ago and it was windy. We went through Big Sur again last month on our way to Monterey and it was windy again when it was NOT windy elsewhere. After paying to park to visit this beach, we are inclined to NOT visit it again. We were very disappointed. There are pretty rocks to view with the waves crashing through them, but the beach is very short and not good for a hike. Our first time was in the summer and now this visit was the winter. We are thinking that maybe it is just always windy here due to the location.",neutral,
"Nice road tr but a bit long and quite foggy, sometimes the road is a bit scary to be honest, but the view is impressive",neutral,
"It's ridiculous that they charge $12 to park. AND they had such flooding right before the gate, that there was a jam up of cars, as some of them didn't want to try going through the flooded canal. I saw a ranger pick the front end of a car that was in the flooded area. $5 parking fee would be reasonable.",negative,
"I did not get to see the beach when I tried on a Saturday when driving from ragged point to Monterey bay. I was turned back because the park is full but this review is about how difficult and perhaps dangerous entering the park from HW1. First it is a very sharp turn with no easy way to see any car coming out when you turn into the park entrance. Second it is a steep decline going down after the turn. So for someone not familiar with driving on a slope, this is not a comfortable place to visit. Getting out is almost as bad if multiple cars got trapped on the way up the slope. And why the CA rangers cannot set up a lot full sign before cars getting down the slope from HW1 is beyond me? They may think it is fun going up and down the slope.",negative,
"We went here hoping to see purple sand, but in reality there is very little of it. We were disappointed to see that because there was so little purple sand it looked more dirty than pretty. We did not go right after the rain so maybe we would have seen more in other circumstances, but for the long wait to get into the parking lot and the high winds that whipped our faces, we didn't find this beach worth it.",negative,
"We had just left Julia Pheiffer park thinking we could have beach access and found out we couldn't. Off to Pheiffer Beach to find the beach! We waiting in a line of cars for about 10 minutes only to find out the beach access was NOT easily accessible. The Ranger told us it was about a 2 mile walk to the beach. What?! Reviews on TA said it was easy access to the beach from the parking lot. Unreal...we spent most of the day trying to find a beach and were striking out. So I would have liked to see the purple sand beaches and big rock formations to report to other travelers, but we weren't ready to drag all of our beach gear two miles.",negative,
"Thought we'd try a Friday visit because we'd heard weekends were crowded. Apparently so are weekdays in summer. Took us 3 passes down Highway 1 to find the entrance. Then we were turned away because the lot was full (about 1pm). We turned around and stopped to check our map, only to have the security guard yell at us for blocking traffic! I just needed a minute to figure out our next stop. No cell signal, BTW. Make sure you have a paper map!",negative,
"This is a beautiful beach and worth the 1 to 2 mile twisty single lane road to get there. It was sunny on the day we went there but in the past has been very windy so I recommend preparing for both. Might also be helpful to brush up on your DMV handbook about who has the right of way on a single lane road (answer: uphill driver). Not that it matters, people were very courteous in both directions I was very impressed.",positive,
"Its a tough find, but once you are on the road, its easy to navigate down. Once you get to the beach, it's unreal! The rocks in the water and the waves hitting them are very powerful. But the peaceful beach just make it so calming. The purple sand is the top layer, but if you are lucky to get after a rain, it really pops! Really enjoyed the time we had here!",positive,
Very much an intsa location! Waterfall tumbling to a sandy beach. Never seen anything like it elsewhere.,positive,
Gorgeous beach and surf. Purple sand. Dogs on leash are permitted on beach. Definitely worth stopping to explore when in the Big Sur area.,positive,
The beach is really nice but I�m not sure it�s worth the parking and entrance fee charges. You can visit plenty of equally nice beaches where you can get in the water (the waves are dangerous here) for free.,positive,
"We read about this beach which is on the way to Hana from the west so we tried it.The parking system didn't work so we paid by phone, only to learn the locals drive in and drop off their things and then park outside by the food truck. The beach is awesome and busy at the two entries. The lifeguards warn you about the waves and how to swim in the ocean. Lots to like about the beach and the view and it isn't crowded. There were also porta-potties",positive,
"One of the world�s top beaches! We were in Maui for 2 weeks over Xmas, and we spent maybe 8 total days at this beach! You just have to be so very careful to stay out of the �crash zone� of the waves - since due to the steepness of the sand they often crash in very shallow water. So you can get really hurt by lingering too shallow. They call it �break-neck beach� for a reason. Separately, it astonishes me that people are paying for parking. We parked across the street every single day and saved ourselves literally $30 a day or a total of $240. Not bad work for maybe 5 minutes walk each way?",positive,
If you missed Makena beach on your visit then you missed the best beach in Maui. This beach has everything to offer and it is expansive so you don't feel crowded at all....love this place!!,positive,
"At the end of the day my family wanted to snorkel in the remaining daylight so we headed to this beach. It was free to park, had great bathrooms/changing rooms and showers.The beach is small but the area to snorkel was great! My family saw turtles, a spotted ray and lots of fish in about an hour and a half. The surf was pretty calm and the sunset was gorgeous! Next time we will spend more time there.",positive,
"Makena Beach is very long and wide. No problem finding beach space. Parking is a problem, very small lot so might have to park along street outside and hike in. One very good taco truck in lot. The waves were very large with big riptides. Strong swimmers only, but nice beach for lounging/sunbathing.",positive,
beautiful beach - but rough waters for snorerkeling. not many fish due to the rough waters. maybe the time of the day matters- we went in mid day,positive,
"There are so many beautiful beaches in Maui that the Makena Beach is not a stand out, except for maybe the nude beach which isn't so hard to find.",neutral,
"This beach was okay. The shore area was comfortable & clean to sun on. Lots of sand comes with the waves & they didn�t seem as predictable as I�ve heard say. It�s spacious & if you go early enough, not too crowded.I hear there is snorkeling just a short swim out and I did see a few people prepared for that.",neutral,
"If you are looking for a picturesque spot to snap some iconic pictures of turquoise waves and sparkling golden sand this is a beautiful spot. 5 stars. It�s a huge expanse of sand with large trees along the back of the beach and those spectacular ocean colours in the water. However, this is NOT a beach for swimming or going in the water at all. If I was rating it on going in the water it would be a 1 star. Terrible. This beach is nick naked Break Neck beach for a reason. Many necks (and numerous other bones) have been broken just feet from the shore. Not to mention the fact that this is also considered one of the most dangerous beaches for Shark attacks (google it. There have been frequent shark attacks here. Again just feet into the water). So if you want to go for a swim or body surf/bo",neutral,
"Gorgeous views of the beach however the water is very rough! Walked Big Beach the entire way to the rock cliffs. There is a path you climb up to get over to Little Beach. Warning, little beach is a nude beach.",neutral,
"Tired of paying for beach time, drinks and food? Near Wailea, you can find a spot of serenity and a chance to fish or picnic. Not sure if it is safe at night but it looks ok during sunlight.",neutral,
"$10.00 to park. Porta-potties in lot. Wide, open sandy beach. A bit of a drop off for swimming, windy in afternoon.",negative,
"Makena beach is often confused with Makena Landing...especially because we were looking for Turtle Town ( which is in Makena Landing) and tried snorkeling at Makena Beach. Big mistake, the waves are very tricky and dangerous especially getting in and out of the water...I had a wave pull me back into a swirl when I was already touching sand...lost all my equipment and came out with a twisted neck, felt lucky though...so warning",negative,
Miles Long white sandy beach that is very pretty to look at and photograph. The lifeguard on duty warned our group to keep the kids away from the water. No kidding the surf and ebb is crazy. The waves break right on the edge of the beach leaving no room even to get into the water without getting smashed by a breaker. I think I bruised a rib getting hit by one.,negative,
We were told this was the best beach to visit. It wasn't any different from any of the other beaches. Definitely too rough to snorkel. But there had been some hurricane weather a week before so that could be the reason.,negative,
"A giant wave slammed 3 of us like a log was hitting us. One of us dislocated her hip, one badly bruised his ribs, and I broke my arm in 2 places. Those 2 also whacked their heads REALLY hard. Be VERY careful here! This happened when we were about ten feet from the shoreline. We had no idea that this was nicknamed break-neck beach"" and there was no indication that it was so dangerous.""",negative,
DO NOT VISIT HERE IF YOU ARE BRINGING KIDS. This is a dangerous beach because of the waves. Too big. Will never come again. The only nice thing about this is the weather patterns. It�s always sunny and breezy but not too hot or chilly. The food is disgusting. Don�t get the mini doughnuts. Gross. Don�t recommend unless sunbathing or tanning :(,negative,
"We were there 30 minutes and some local broke into our car and stole our camera and lenses. The locals smile and expect their 20% tip during the day, and then steal from you at night. I would love to include a picture, but I'd have track down the loser welfare recipient that stole it.",negative,
"We used to vacation in Garden City-great beach! However, we found Cherry Grove several years ago and fell in love! We have made this our new vacation spot ever since we found it! We love Cherry Grove!!",positive,
Love Cherry Grove Beach my wife and I go to beach. Great place to stay! It�s a little bit quieter than Myrtle Beach area.And less congested traffic. We love to go out on the pier. Also a wonderful place to look for shells.,positive,
Beach was very clean and easy to get to from our room. Also enjoyed the pier. Definitely worth going back to.,positive,
"The beach itself is wide and level, but parking is problematic. Go early and avoid weekends if possible. There are a few places to get food and beverages and portable toilets.",positive,
"Nice beach, a bit rocky. Sunset beach not far from this one is much nicer. Very enjoyable though for a touristy spot.",positive,
"I stayed here about 10 years ago and found it very nice. A little out of the way for N Myrtle attractions, but also a bit quieter. It was nice walking on the beach back then. However, in the intervening years it appears to have had significant beach erosion due to the frequency of hurricanes that have passed over. At high tide, there was almost no beach remaining in some spots. I definitely would not take my kids/grandkids there to spend a week, given the beach situation. BUT - it's very quiet and nice to walk on.",neutral,
Great location but the bait seems very expensive. Everyone is nice and friendly so try it but be prepared to pay for that bait.,neutral,
"Pretty average beach for us. Very crowded the week we were there. Water was brown all week which was nasty. Overall, pretty clean sand and plenty of space.",neutral,
We thought we'd venture out and explore the other beaches in the area while we were staying in N. Myrtle Beach. We decided to go down to Cherry Grove. It's a quiet little beach town with a pier. We had to pay $3 just to walk the pier.,neutral,
"This may seem odd to say about a beach, but there were too many broken sea shells along the shore that actually hurt my little girls feet when she tried to get her feet wet. Other then that the beach was very clean. We saw no trash and all umbrellas were neatly placed. My kids really enjoyed the water/sand.",neutral,
It is very far away from south myrtle beach were the skywheel is located. It seems like a more relaxed place but was not what we were looking for from traveling 20 miles each night from attractions.,neutral,
"I was able to walk on the beach a few times this balmy February. Lots of access points, so easy to tailor how far you want to walk.",neutral,
What a rude encounter with two of the lifeguards next to Cherry Grove Pier! We couldn�t believe they made dismissive comments and blew us off when we asked about the water conditions!,negative,
"First visit stopped in for a late dinner. Place is clean, service was good. We ordered Banging shrimp for our appetizer. Frozen fried shrimp with hot sauce????. For our main course, fish tacos an a burger an fries. The burger was paper thin an cooked black it was so hard my husband could not eat it. He sent it back. They gave us credi. The fish tacos were just okay nothing impressive about their food at all.",negative,
Not a good first-impression. The local amenities may be great but the local renters (owners?) did NOT convey a family-oriented type of location. Lack of law-enforcement further solidified the impression that this is more-of a party-location. We did not have a totally quiet and relaxing time.,negative,
"That beach is just at the end of the beautiful Grand Strand-many miles from Myrtle Beach-and not close to all the attractions that you go to the beach to see!! Nothing there, so I'd opt for being much closer to Myrtle where so many things are available!",negative,
"No need to go here. The staff at the bait shop were rude, beach is marginal at best. All amenities for resort guests only. Much better options available.",negative,
"Get rid of all the half naked drunken college kids, and teach the locals a few manners. This was perhaps the worst resort town I've ever visited.",negative,
"We visited many beaches and Poipu was by far the best to snorkel and swim. Wear swim shoes to get past the rocks at the entrance, but then so many beautiful fish can be seen! You may also see Sea turtles and monk seals resting on the shore during the day, carefully watched over by volunteers who set up the ropes and signs to protect them. We stayed at a Suite Paradise condo and could walk to the beach from there. What a treat!",positive,
Very large beach area with good restrooms. This is a. Ery busy beach though so get there early for a decent parking spot and location. There were two sea turtles beached on the sand that we got to see make there way to the sea. Plenty of restaurants and shaved ice nearby.,positive,
" Go early in the morning to see the turtles. On overcast days they are there for longer (on an overcast morning they were out until around 8:30am). At dusk, there were also � WhiThe titles says it all. Decent swimming (a few rocks to worry about) and not to rough. Great home base Beach for our stay.le there were a lot of people, there was ample space for everyone and didn't feel crowded. You can also probably see monk seals there as well�either sleeping on shore, or playing around in the water.turtles within the waves.",positive,
"This was our first time snorkeling at Poipu Beach. There were lots of fish which was great. However it's very shallow and I got some cuts from the coral. As a bonus, there was a turtle on the beach that was fun to watch.",positive,
"Relatively crowded but not overly so (mid-afternoon, midweek). While we were there, two monk seals came right up onto the beach! The lifeguard had to keep warning people that they were wild animals. So cool to see!",positive,
"This is a lovely beach. It is very crowded and busy though. After sunset however, green seat turtles come ashore and hangout. So cool to get to see them upclose.",positive,
"It seemed this beach was not as natural as the others on the island. For sure more people and reminded me of a beach in the states. Maybe because of all the grassy area before the beach. There were two turtles sleeping, which was neat to see.",neutral,
"Its a decent beach, its very crowded. We did see the monk sea basking on the beach and some turtles in the water. Its okay, but nothing special here.",neutral,
"We went a little too early in the season and the oceans were pretty rough. Check the Kaui page for ocean conditions. A lot of tourists get in trouble because they don't. If the ocean is pretty rough then Poipu is a safe beach as it has a rocky break halfway around. It's really good for families and kids. The lifeguards are VERY attentive. If you like to snorkel there are a few fish and some fun things to see but if the other beaches are open I would not snorkel here. Very popular beach lots of people, a resort feel. If you've been to beach bathrooms used by lots of people you know what to expect. We will return later in the season next time and probably won't use this beach... but we snorkel and scuba so are looking for other features.",neutral,
Check it out first for snorkeling. There is just one less-rocky place to enter the water for snorkeling. But there are sea turrles hanging around at a big rock not far out.,neutral,
Nice enough beach but way too crowded for me. Not as pretty as many other beaches but it appears to be a good place to snorkel. Not too deep and well protected little Bay Area.,neutral,
"Highly over rated, too many people, too many people snorkeling that have no idea what they are doing. If you want a quiet beach or a good snorkeling beach drive around a fund a place to have your solitude.",neutral,
"After having spent the first half of our trip on the more isolated North Shore (as a result of the restricted access via the Kuhio Highway), Poipu Beach was a let-down. Perhaps if it had been our first stop, we would have been more pleased. The area is made up of small coves with limited and steep beaches against a backdrop of corporate resorts.",neutral,
"We have been to Poipu beach twice. Both times it was very crowded and dirty. If you go, bring some shade, there is not much shade to be had here. Good for snorkeling if you don�t mind the crowds. There are restrooms with changing rooms that are relatively clean considering the amount of use. We heard about Anini beach on the North Shore, and liked it much better.",negative,
"It�s beautiful, of course. It�s a Hawaiian beach after all. But the shallows are very rocky, paved with roughly 8� or so diameter rocks which are quite slippery too. August unfortunately brings stronger currents than usual and even in the shallows, my husband got dragged a bit, and he is a strong swimmer.",negative,
"We couldn't even find a place to park, but the whole area was so jammed with people, it wasn't a spot that we would have enjoyed, anyway.",negative,
"There are far better, more beautiful, and less crowded beaches on Kauai. This is probably the most popular beach on the island with visitors - but is not the best one. Unless you want to share the beach with hundreds of mainlanders, ask locals for less touristy beaches",negative,
"Trusted Travel Guide, absolutely overated and overcrowded beach. For this one should not visit Kaui or Hawaii. There are better beaches up north and on Hawaii. Leave the beach to the poor animals! Best was the nearby historic site parc!",negative,
"Nothing much to see, even at Lawai and waters were pretty rough even in winter, so not worth the drive.",negative,
Lagoons were crystal clear and warmer than the ocean water. We had seals come in at the Aulani resort. Few locals and mostly resort guests. great views.,positive,
"Very nice place, away from crowds, calm waters. Really enjoyed spending time here with family on a nice sunny day. Must visit in my opinion.",positive,
Excellent Condition-Four Seasons Resort shares this Lagoon and offers its excellent service for its guest on the lagoon. Only negative is during times the public try�s to use private property of Four Seasons Resort- nuisance.,positive,
"If I tell you, you might come and then it won't be our special secret place to come! We usually do the hike up Diamond Head then drive over here, park free at the public lagoon parking and then swim, snorkel, walk along the pathway and enjoy a few hours relaxing. We always see military planes doing fly overs and it is fun to count how many we will see. Snorkelling in the lagoons is great and safe for kids as it is protected. We often see Turtle or Honu as the locals call them.",positive,
"Solid lagoons, has an area that is grassed (put your towels there the grass is comfortable) as well as a sand area. Decent snorkeling if you get a lagoon that is not too cloudy.",positive,
"My husband and I visited lagoon # 2, which was beautiful, with clear, calm water and a sandy beach. Great area for swimming and for families with kids. I snorkeled here and there were a few fish to see, but it wasn't as good as other areas on the island. Parking can be difficult to find. Not too far from Waikiki. There are restrooms here.",positive,
"These artificial lagoons are interesting; they are protected from the ocean waves by artificial breakwaters, giving the sense of being in the ocean, yet not encounter dangerous rip tides, etc.",neutral,
"This area must have been all rock, which was blasted out to create 4 lagoons and beaches. The lagoons offer protection from the waves and larger sea life, and the sandy bottom is very friendly to your feet. I, however, prefer to have a lot of coral and sea life to view while snorkeling; there is none of that in these lagoons. Therefore, think of the lagoons as large, sandy swimming pools.",neutral,
"I'm giving Ko Olina Lagoons three stars because umbrellas and any sort of shade tents are banned. Like come on now, in this day of increased skin cancer and sun awareness to not allow umbrellas is ridiculous. The yellow-shirted Ko Olina employee patrolling the grounds said it's for 'liability' reasons, but really now, let people have some shade. Baking in the direct sun all day is not enjoyable for many people, small children included.\nWent to Lagoon 2, as though I've spent tons of time on Oahu I have never been to Ko Olina. It was literally the only not stormy and rainy spot on the island so we decided to check it out. The lagoons and beaches are quite nice for swimming and we also brought our snorkel gear and I was pleasantly surprised as it was a lot better than I thought. I don't know",neutral,
"This area must have been all rock, which was blasted out to create 4 lagoons and beaches. The lagoons offer protection from the waves and larger sea life, and the sandy bottom is very friendly to your feet. I, however, prefer to have a lot of coral and sea life to view while snorkeling; there is none of that in these lagoons. Therefore, think of the lagoons as large, sandy swimming pools.",neutral,
"The lagoons are okay, but they are SUPER crowded with tourists from the resorts who have little to no respect for the environment. They leave their trash instead of taking it with them. The kids are running everywhere unsupervised. The area is beautiful, but I would rather go to one of the areas away from the resort to enjoy a less crowded beach.",neutral,
"The resort lagoons are nice for a family swim or just to walk along. If you are not staying at any of the resorts, there is free parking at each of the lagoons. The first three lagoons have limited parking (maybe 15-20 spots) however the fourth lagoon has lots of parking so I would just head there first. A couple of the beaches have umbrellas up from the different resorts. Beaches in Hawaii are all public so you can also use the beach even if you are not staying at their resorts...and if you have your own umbrella, that is ok as well as it is public property. At some of the resorts, there is drink and snack bars that you can purchase things from...they are along the lagoons pathway so you don't need to go into a resort to get anything. The snorkeling in the bays would be limited as there i",negative,
"Ecoli was found this week, sure kept me out Of the lagoon, lots of pools,and I love the lap pool at my resort.",negative,
"We recently arrived in Ko Olina and have observed available parking spaces in the lots at the lagoons at 9am and yet the (surprise to us) gate was closed -\nHave been coming to beautiful Ko Olina for 10 years and there has never been a problem parking if you get there early - very frustrating to see spaces and can't get into the lot! These gates are not working properly!\nWhen we finally got into one of the lagoons and left in the afternoon, there were 8 spaces available and yet the entrance gate was closed...\nWe are here for the month of April - now to find that even getting to the lagoons early will keep you from enjoying the beach - we are paying a lot of money to stay in beautiful Ko Olina and will now be frustrated for the month to go to the lagoons... Please fix or remove the gates!",negative,
Use to be better. Now the little parking for people to visit these has become pay parking. Overcrowded and water not exchanged that well. I'm sure this could be a bacteria heaven. Thought all beaches in Hawaii were public. Guess if you build it then they aren't. All ko'olina is expensive. May as well go to Waikiki and pay through the nose as here.,negative,
